Article_ID	WOS_ID	Year	Title	Authors	Addresses	Affiliations
139484	WOS:000763162400004	2021	A STUDY OF CHINESE INTERNATIONAL STUDENT DROPOUT: ACCULTURATION EXPERIENCES AND CHALLENGES IN A PRE-UNIVERSITY ENGLISH LANGUAGE IMPROVEMENT PROGRAM	Wang, PY; Zhou, G	[Wang, Peiyu] Queens Univ, Assessment & Evaluat Grp AEG, Fac Educ, Kingston, ON, Canada; [Zhou, George] Univ Windsor, Fac Educ, Windsor, ON, Canada	Queens University - Canada; University of Windsor
139547	WOS:000633604800001	2021	Does Postsecondary Education Attainment Matter in Community Service Engagement? Evidence from Across 18 OECD Countries	Gong, HJ; Hong, JE	[Gong, Hee Jung] Univ Georgia, Inst Higher Educ, Athens, GA 30602 USA; [Hong, Jung Eun] Univ West Georgia, Dept Math Sci & Technol, Carrollton, GA 30118 USA	University System of Georgia; University of Georgia; University System of Georgia; University of West Georgia
139629	WOS:000629259300001	2021	An Expanded Ethical Decision-making Model to Resolve Ethical Dilemmas in Assessment	Gao, RQ; Liu, J; Yin, B	[Gao, Ruiqin; Liu, Jin; Yin, Burgess] Univ South Carolina, Dept Educ Studies, Columbia, SC 29208 USA	University of South Carolina System; University of South Carolina Columbia
140306	WOS:000606919400001	2021	Experiencing Chinese education: learning of language and culture by international students in Chinese universities	Gao, XS; Hua, Z	[Gao, Xuesong (Andy)] Univ New South Wales, Sch Educ, Kensington, NSW, Australia; [Hua, Zhu] Univ Birmingham, Sch Educ, Birmingham, W Midlands, England	University of New South Wales Sydney; University of Birmingham
140351	WOS:000739324600011	2021	Simulations of Back and Arms	Liu, D; Duan, ZJ	[Liu, Dan] Univ Hartford, Hartford, CT 06117 USA; [Duan, Zhuojun] James Madison Univ, Harrisonburg, VA 22807 USA	University of Hartford; James Madison University
140422	WOS:000708679700014	2021	Resolving Space-Group-Choice Dilemma in Small-Molecule Crystallography for Chemistry Students Using Case-Based Learning Modules	Dong, YY; Zheng, SL	[Dong, Yuyang; Zheng, Shao-Liang] Harvard Univ, Dept Chem & Chem Biol, Cambridge, MA 02138 USA	Harvard University
140539	WOS:000701805700014	2021	De-trivializing the social dynamics around Chinese students' doctoral research in the West	Meng, Y; Zhao, WGW	[Meng, Yu] North Dakota State Univ, Fargo, ND USA; [Zhao, W. G. Will] Lakehead Univ, 955 Oliver Rd, Thunder Bay, ON P7B 5E1, Canada	North Dakota State University Fargo; Lakehead University
140966	WOS:000606907600001	2021	Language, culture and curriculum: lived intercultural experience of international students	Hua, Z; Gao, XS	[Hua, Zhu] Univ Birmingham, Sch Educ, Birmingham, W Midlands, England; [Gao, Xuesong (Andy)] Univ New South Wales, Sch Educ, Sydney, NSW, Australia	University of Birmingham; University of New South Wales Sydney
142549	WOS:000859013700001	2022	Share and embrace demographic and location diversity: Creating an Instagram-based inclusive online learning community	Zhu, WD; Hua, Y; Zhu, GX; Wang, LP	[Zhu, Wangda; Hua, Ying] Cornell Univ, Dept Human Ctr Design, Ithaca, NY 14850 USA; [Zhu, Gaoxia] Nanyang Technol Univ, Natl Inst Educ, Singapore, Singapore; [Wang, Luping] Cornell Univ, Dept Informat Sci, Ithaca, NY 14850 USA	Cornell University; Nanyang Technological University; National Institute of Education (NIE) Singapore; Cornell University
143832	WOS:000908283400010	2022	Bedtime smartphone use and academic performance: A longitudinal analysis from the stressor-strain-outcome perspective	Lin, YQ; Zhou, X	[Lin, Yanqing] Aalto Univ, Dept Informat & Serv Management, Sch Business, Ekonominaukio 1, Espoo 02150, Finland; [Zhou, Xun] Univ York, Dept Environm & Geog, 290 Wentworth Way, York YO10 5NG, N Yorkshire, England	Aalto University; University of York - UK
145319	WOS:000852654400001	2022	An empirical study on the development of socio-industrial adaptation of vocational education in China: A case of Southwest China	Xia, ZM; Wang, HP	[Xia, Zaiming; Wang, Hsuan-Po] Dhurakij Pundit Univ, Educ Management, Bangkok, Thailand	Dhurakij Pundit University
145399	WOS:000742347000004	2022	Pedagogical benefits of Chinese-American virtual exchange: A study of student perceptions	Luo, H; Yang, CS	[Luo, Han] Lafayette Coll, Chinese, Easton, PA 18042 USA; [Yang, Chunsheng] Univ Connecticut, Chinese & Appl linguist, Storrs, CT USA	Lafayette College; University of Connecticut
146652	WOS:000877898400016	2022	Self-esteem and weight status of young adults: Findings from a pilot study	Liu, EC; Chang, SH	[Liu, Echu] St Louis Univ, Dept Hlth Management & Policy, St Louis, MO USA; [Chang, Su-Hsin] Washington Univ, Dept Surg, Div Publ Hlth Sci, Sch Med, St Louis, MO 63130 USA; [Liu, Echu] St Louis Univ, Dept Hlth Management & Policy, St Louis, MO 63104 USA	Saint Louis University; Washington University (WUSTL); Saint Louis University
147230	WOS:001098407000004	2022	Internationalization of Canadian Teacher Education: Teacher Candidates' Experiences and Perspectives	Guo, Y; Guo, SB	[Guo, Yan; Guo, Shibao] Univ Calgary, Calgary, AB, Canada; [Guo, Yan] Univ Calgary, Werklund Sch Educ, 2500 Univ Dr NW, Calgary, AB T2N 1N4, Canada	University of Calgary; University of Calgary
147361	WOS:000761353300002	2022	Association of keyboarding fluency and writing performance in online-delivered assessment	Gong, T; Zhang, M; Li, C	[Gong, Tao; Zhang, Mo; Li, Chen] Educ Testing Serv, Ctr Psychometr & Data Sci Modeling, Princeton, NJ 08541 USA	Educational Testing Service (ETS)
148215	WOS:000555616700001	2022	Investigating Navigational Behavior Patterns of Students Across At-Risk Categories Within an Open-Ended Serious Game	Kang, JN; Liu, M	[Kang, Jina] Utah State Univ, Dept Instruct Technol & Learning Sci, 2830 Old Main Hill, Logan, UT 84322 USA; [Liu, Min] Univ Texas Austin, Dept Curriculum & Instruct, Learning Technol Program, 1912 Speedway Stop D5700, Austin, TX 78712 USA	Utah System of Higher Education; Utah State University; University of Texas System; University of Texas Austin
148555	WOS:000838891900001	2022	Online instruction for a humanized learning experience: Techniques used by college instructors	Li, QJ; Ban, MRCL; Liu, YJ; Xu, D	[Li, Qiujie; Ban, Maricela; Liu, Yujia; Xu, Di] Univ Calif Irvine, Sch Educ, 3200 Educ Dr, Irvine, CA 92697 USA	University of California System; University of California Irvine
149588	WOS:000812307700008	2022	Massive open online courses for professional certificate programs? Perspectives on professional learners' longitudinal participation patterns	Tang, HT; Xing, WL	[Tang, Hengtao] Univ South Carolina, Columbia, SC 29208 USA; [Xing, Wanli] Univ Florida, Gainesville, FL 32611 USA	University of South Carolina System; University of South Carolina Columbia; State University System of Florida; University of Florida
149864	WOS:000731611000001	2022	Comparing Apples to Alkanes: Teaching Newman Projections and Conformation by Analogy	Lu, A; Dong, VM	[Lu, Alexander; Dong, Vy M.] Univ Calif Irvine, Dept Chem, Irvine, CA 92697 USA	University of California System; University of California Irvine
150055	WOS:000805420100001	2022	Synchronous or Asynchronous Course: Business Students' Perspectives on an Optimized Modality of Online Teaching and Learning	Wu, L; You, JS	[Wu, Lan; You, Jung S.] Calif State Univ East Bay, Hayward, CA 94542 USA	California State University System; California State University East Bay
150401	WOS:000709282400001	2022	Repurposing field analysis for a relational and reflexive sociology of Chinese diasporas	Mu, GM; Pang, B	[Mu, Guanglun Michael] Queensland Univ Technol, Victoria Pk Rd, Kelvin Grove 4059, Australia; [Pang, Bonnie] Univ Bath, Bath, Avon, England; [Pang, Bonnie] Univ Western Sydney, Inst Culture & Soc, Sydney, NSW, Australia	Queensland University of Technology (QUT); University of Bath; Western Sydney University
150430	WOS:000909980700006	2022	A Metric Instrument for the Games with Cultural Heritage	Liu, NYC; Miao, KCJ; Ying, DCY	[Liu, Noreena Yi-Chin; Ying, Darren Chen Yi] Univ Brunei Darussalam, Fac Arts & Social Sci, Gadong, Brunei; [Miao, Kevin Chi-Jen] Auckland Univ Technol, Fac Design & Creat Technol, Auckland, New Zealand; [Miao, Kevin Chi-Jen] Blossom Lab, Dunedin, New Zealand	University Brunei Darussalam; Auckland University of Technology
150915	WOS:000656789500001	2022	Do Colleges Perform the Same Following Developmental Education Reform? The Case of Florida's Senate Bill 1720	Hu, XY; Hu, SP	[Hu, Xinye; Hu, Shouping] Florida State Univ, Dept Educ Leadership & Policy Studies, Tallahassee, FL 32306 USA	State University System of Florida; Florida State University
151274	WOS:000806030700013	2022	STUDY ON THE CORRELATION BETWEEN COLLEGE STUDENTS' LEISURE SPORTS EXERCISE MOTIVATION AND BEHAVIOR	Jiang, Y; Huang, JH	[Jiang, Yang; Huang, Jian Hao] Dhurakij Pundit Univ, Bangkok, Thailand	Dhurakij Pundit University
151305	WOS:000770096700002	2022	INTERNATIONAL STUDENTS IN JAPANESE NATIONAL UNIVERSITIES: THEIR MOTIVATIONS, EXPERIENCES AND OUTCOMES	Huang, FT; Chen, LL	[Huang, Futao; Chen, Lilan] Hiroshima Univ, Hiroshima, Japan	Hiroshima University
151529	WOS:000810319800001	2022	Narrative-supported math problem solving in digital game-based learning	Dai, CP; Ke, FF; Pan, YJ	[Dai, Chih-Pu; Ke, Fengfeng; Pan, Yanjun] Florida State Univ, Dept Educ Psychol & Learning Syst, 1114 West Call St, Tallahassee, FL 32306 USA	State University System of Florida; Florida State University
151968	WOS:000716076600001	2022	Learning Through Academic Collaborations In/With the East: North American Adult Education Scholars' Insights	Sun, Q; Kang, HJ	[Sun, Qi] Univ Tennessee, Dept Educ Psychol & Counseling, Knoxville, TN USA; [Kang, Haijun] Kansas State Univ, Educ Leadership Dept, Manhattan, KS 66506 USA	University of Tennessee System; University of Tennessee Knoxville; Kansas State University
152078	WOS:000684686600001	2022	In-class and out-of-class interactions between international students and their host university teachers	Bai, L; Wang, YX	[Bai, Li; Wang, Ying Xian] Queensland Univ Technol, Chinese Business Sch, Brisbane, Qld, Australia	Queensland University of Technology (QUT)
152110	WOS:000586882100001	2022	Motivational processes in college freshmen's exercise participation: A goal content theory perspective	Chu, TL; Zhang, T	[Chu, Tsz Lun (Alan)] Univ Wisconsin Green Bay, Dept Psychol, MAC C309,2420 Nicolet Dr, Green Bay, WI 54311 USA; [Zhang, Tao] Univ North Texas, Dept Kinesiol Hlth Promot & Recreat, Denton, TX USA	University of Wisconsin System; University of Wisconsin Green Bay; University of North Texas System; University of North Texas Denton
153523	WOS:000632735400001	2022	Intercultural teacher-student relationships: a qualitative study of students on 2+2 tertiary joint programs	Bai, L; Wang, YX	[Bai, Li; Wang, Ying Xian] Queensland Univ Technol, Fac Business & Law, QUT, Level 10,Z Block,Gardens Point Campus,2 George St, Brisbane, Qld 4000, Australia	Queensland University of Technology (QUT)
153819	WOS:000683950300001	2022	Engineering Lab in Immersive VR-An Embodied Approach to Training Wafer Preparation	Xu, XH; Wang, F	[Xu, Xinhao] Univ Missouri, Sch Informat Sci & Learning Technol, 221H Townsend Hall, Columbia, MO 65211 USA; [Wang, Fang] Univ Missouri, Dept Elect Engn & Comp Sci, Columbia, MO USA	University of Missouri System; University of Missouri Columbia; University of Missouri System; University of Missouri Columbia
154931	WOS:000800356900019	2022	Engaging K-8 Preservice Science Teachers through an NGSS-Based Climate Change Project	Wang, XS; Liu, YJ	[Wang, Xisen; Liu, Yujuan] Calif State Univ Sacramento, Dept Chem, Sacramento, CA 95819 USA	California State University System; California State University Sacramento
154998	WOS:000865945500005	2022	Working Toward Becoming Doctoral Researchers: A Collective Autoethnography of International Students in Australia	Lin, YQ; Shi, J; Zhang, CY	[Lin, Yuqi] Univ Melbourne, Melbourne Ctr Study Higher Educ, Melbourne Grad Sch Educ, Parkville, Vic, Australia; [Shi, Jing] Monash Univ, Fac Educ, Clayton, Vic, Australia; [Zhang, Chenyang] Univ Melbourne, Fac Art, Parkville, Vic, Australia	University of Melbourne; Monash University; University of Melbourne
155593	WOS:000819474400001	2022	Increasing Preservice Science Teachers' Climate Change Knowledge, Hope, and Self-Efficacy in an Online Chemistry Course	Liu, YJ; Song, Y; Wang, XS	[Liu, Yujuan; Song, Yeoeun; Wang, Xisen] Calif State Univ Sacramento, Dept Chem, Sacramento, CA 95819 USA	California State University System; California State University Sacramento
156970	WOS:000753003300001	2022	The Effects of Corequisite Remediation: Evidence From a Statewide Reform in Tennessee	Ran, FX; Lin, YX	[Ran, Florence Xiaotao] Univ Delaware, Sch Educ, Coll Educ & Human Dev, Newark, DE 19716 USA; [Lin, Yuxin] Maryland Higher Educ Commiss, Res & Policy Anal, Baltimore, MD USA	University of Delaware
157282	WOS:000783540200001	2022	INFORMATION & COMMUNICATIONS TECHNOLOGY IN EDUCATION | RESEARCH ARTICLE Designing MOOCs with LITTLE	Tang, HT; Qian, YX	[Tang, Hengtao; Qian, Yingxiao] Univ South Carolina, Dept Educ Studies, Columbia, SC 29208 USA	University of South Carolina System; University of South Carolina Columbia
157395	WOS:000644038500001	2022	Happy Together? The Peer Effects of Dual Enrollment Students on Community College Student Outcomes	Liu, V; Xu, D	[Liu, Vivian] Columbia Univ, Teachers Coll, 525 West 120th St,Box 174, New York, NY 10027 USA; [Xu, Di] Univ Calif Irvine, Educ Policy & Social Context, Irvine, CA 92717 USA	Columbia University; Columbia University Teachers College; University of California System; University of California Irvine
157399	WOS:000744102000001	2022	Hidden Beauty, Assembling Lipids: Modular Hands-On Outreach Experiments Showcasing Lipid Assembly Chemistry	Cui, JY; Zhan, W	[Cui, Jinyan; Zhan, Wei] Auburn Univ, Dept Chem & Biochem, Auburn, AL 36849 USA	Auburn University System; Auburn University
157466	WOS:000794342800011	2022	Teaching controversial issues online: Exploring college professors' risk appraisals and coping strategies in the US	Chen, FF; Cui, X	[Chen, Feifei; Cui, Xi] Coll Charleston, Dept Commun, 66 George St, Charleston, SC 29424 USA	College of Charleston
157901	WOS:000631418300001	2022	Pre-departure academic preparation: international students' experiences of disciplinary study on 2	Bai, L; Ying, XW	[Bai, Li; Ying Xian Wang] Queensland Univ Technol, Fac Business & Law, Brisbane, Qld 4001, Australia	Queensland University of Technology (QUT)
159040	WOS:000964484600001	2023	GAMIFICATION SUPPORTING SMALL BUSINESS OWNERS? WORK-BASED LEARNING	Zhao, F; Fang, XW	[Zhao, Fan] Florida Gulf Coast Univ, Lutgert Coll Business, Dept Informat Syst & Operat Management, Ft Myers, FL 33965 USA; [Fang, Xiaowen] DePaul Univ, Coll Comp & Digital Media, Sch Comp, Chicago, IL USA	State University System of Florida; Florida Gulf Coast University; DePaul University
159144	WOS:000679641300001	2023	The effects of enhanced hands-on experimentation on correcting student misconceptions about work and energy in engineering mechanics	Liu, G; Fang, N	[Liu, Gang] Clemson Univ, Dept Mech Engn, Clemson, SC USA; [Fang, Ning] Utah State Univ, Dept Engn Educ, Logan, UT 84322 USA	Clemson University; Utah System of Higher Education; Utah State University
160288	WOS:001003931800004	2023	Developing Classroom-Based Formative Assessment Literacy: An EFL Teacher's Journey	Li, JY; Gu, PY	[LI, Jiayi; Gu, Peter Yongqi] Victoria Univ Wellington, Sch Linguist & Appl Language Studies, Wellington, New Zealand	Victoria University Wellington
160651	WOS:000816999200001	2023	Using Perusall to motivate students' curriculum-based academic reading	Li, MM; Li, JR	[Li, Mimi] Texas A&M Univ, 2200 Campbell St, Commerce, TX 75428 USA; [Li, Jinrong] Georgia Southern Univ, 1332 Southern Dr, Statesboro, GA 30458 USA	Texas A&M University System; University System of Georgia; Georgia Southern University
161529	WOS:001063960700012	2023	Research on the Influencing Factors and Mechanisms of College Students' Online Learning Behaviour in Newly Established Local Undergraduate Institutions in Hebei Province	Chen, GY; Liu, Q	[Chen, Guangye; Liu, Qian] Krirk Univ, Int Coll, Bangkok 10220, Thailand	Krirk University
161569	WOS:001038458000001	2023	Examining the perceptions and self-reported practices of L2 teachers in China regarding oral fluency: A conceptual replication and extension	Gan, Q; Ma, L	[Gan, Qiao] Australian Natl Univ, Canberra, Australia; [Ma, Lin] UCL, UCL Inst Educ, London, England; [Gan, Qiao] Australian Natl Univ, Sch Literature Languages & Linguist, Baldessin Precinct Bldg 110, Canberra 2601, Australia	Australian National University; University of London; University College London; UCL Institute of Education; Australian National University
163354	WOS:001136980800002	2023	Leadership Styles of Mid-level Educational Leaders Perceived by Academic Members: An Exploratory Study among Chinese Universities	Cheng, Z; Zhu, C	[Cheng, Zhao; Zhu, Chang] Vrije Univ Brussel VUB, Brussels, Belgium	Vrije Universiteit Brussel
164629	WOS:000690448900001	2023	Adopting Online Learning in College Developmental Education Coursework: Impact on Course Persistence, Completion, and Subsequent Success	Xu, D; Ran, FX; Zhou, XH	[Xu, Di; Zhou, Xuehan] Univ Calif Irvine, Irvine, CA USA; [Ran, Florence Xiaotao] Univ Delaware, Newark, DE 19716 USA	University of California System; University of California Irvine; University of Delaware
165325	WOS:001008454800001	2023	Evidence-Based Educational Practices for Working With Refugee Children	Hong, H; Cai, QJ	[Hong, Huili] Vanderbilt Univ, Nashville, TN USA; [Cai, Qijie] Towson Univ, Towson, MD USA; [Hong, Huili] Vanderbilt Univ, Dept Teaching & Learning, Peabody 230,230 Appleton Pl, Nashville, TN 37203 USA	Vanderbilt University; University System of Maryland; Towson University; Vanderbilt University
165585	WOS:001036406500001	2023	Learn from barbarians to control barbarians: what role has international education played in China's nation building?	Liu, W; Huang, C	[Liu, Wei; Huang, Cen] Univ Alberta, Edmonton, AB, Canada	University of Alberta
165655	WOS:000798492000001	2023	Improving Student Learning of Impulse and Momentum in Particle Dynamics Through Computer Simulation and Animation	Fang, N; Guo, YQ	[Fang, Ning; Guo, Yongqing] Utah State Univ, Dept Engn Educ, 4160 Old Main Hill, Logan, UT 84322 USA	Utah System of Higher Education; Utah State University
165730	WOS:000658203800001	2023	Academic development of multimodal learning analytics: a bibliometric analysis	Pei, B; Xing, WL; Wang, MJ	[Pei, Bo; Xing, Wanli] Univ Florida, Coll Educ, Sch Teaching & Learning, Gainesville, FL 32611 USA; [Wang, Minjuan] San Diego State Univ, Learning Design & Technol, San Diego, CA 92182 USA	State University System of Florida; University of Florida; California State University System; San Diego State University
165792	WOS:000687906900001	2023	Learning Number Conversions Through Embodied Interactions	Xu, XH; Ke, FF	[Xu, Xinhao] Univ Missouri, 221H Townsend Hall, Columbia, MO 65211 USA; [Ke, Fengfeng] Florida State Univ, 205C Stone Bldg, Tallahassee, FL 32306 USA	University of Missouri System; University of Missouri Columbia; State University System of Florida; Florida State University
166112	WOS:000886791100001	2023	A diagnostic classification model of college instructors' value beliefs towards open educational resources	Tang, HT; Bao, Y	[Tang, Hengtao] Univ South Carolina Columbia, Dept Educ Studies, Columbia, SC 29208 USA; [Bao, Yu] James Madison Univ, Dept Grad Psychol, Ctr Assessment & Res Studies, Harrisonburg, VA 22801 USA	University of South Carolina System; University of South Carolina Columbia; James Madison University
166294	WOS:001087652100001	2023	Effects of different input modes on blended EFL speaking instruction: a quasi-experimental study	Pu, P; Chang, DYS	[Pu, Pu; Chang, Daniel Yu-Sheng] Univ Bristol, Sch Educ, Bristol, England; [Chang, Daniel Yu-Sheng] Univ Bristol, Sch Educ, 35 Berkeley Sq, Bristol BS8 1JA, England	University of Bristol; University of Bristol
166604	WOS:000783520800001	2023	Patterns of Using Multimodal External Representations in Digital Game-Based Learning	Pan, YJ; Ke, FF; Dai, CP	[Pan, Yanjun; Ke, Fengfeng; Dai, Chih-Pu] Florida State Univ, Dept Educ Psychol & Learning Syst, 1114 West Call St, Tallahassee, FL 32306 USA	State University System of Florida; Florida State University
167443	WOS:000811507900001	2023	Mining Teacher Informal Online Learning Networks: Insights From Massive Educational Chat Tweets	Du, HX; Xing, WL; Zhu, GX	[Du, Hanxiang; Xing, Wanli] Univ Florida, Coll Educ, POB 117048,2-215 Norman Hall, Gainesville, FL 32611 USA; [Zhu, Gaoxia] Nanyang Technol Univ, Natl Inst Educ, Singapore, Singapore	State University System of Florida; University of Florida; Nanyang Technological University; National Institute of Education (NIE) Singapore
167910	WOS:000870139000001	2023	Learning from exemplars in Confucius' Analects: The centrality of reflective observation	Lai, YY; Lai, K	[Lai, Yu-Yi; Lai, Karyn] Univ New South Wales, Sch Humanities & Languages, Sydney, NSW, Australia	University of New South Wales Sydney
167952	WOS:000894865100002	2023	Promote collaborations in online problem-based learning in a user experience design course: Educational design research	Zhu, MA; Zhang, K	[Zhu, Meina; Zhang, Ke] Wayne State Univ, Learning Design & Technol, Educ Bldg, 5425 Gullen Mall, Detroit, MI 48202 USA	Wayne State University
168153	WOS:001014753300001	2023	The international comparative approach to higher education leadership development: evaluating the longer-term impacts	Liu, W; Huang, C	[Liu, Wei; Huang, Cen] Univ Alberta Int, Edmonton, AB, Canada; [Liu, Wei] Univ Alberta, 87 Ave & 111 St, Edmonton, AB T6G 2R3, Canada	University of Alberta; University of Alberta
168653	WOS:000976275700001	2023	Towards a critical translanguaging biliteracy pedagogy: the 'aha moment' stories of two Mandarin Chinese teachers in Canada	Jin, J; Liu, YA	[Jin, Jing; Liu, Yina] Univ Alberta, Fac Educ, Edmonton, AB, Canada	University of Alberta
168683	WOS:001117752200004	2023	Opening Up Research on the Teaching of Reading by Looking beyond US Borders: What We Might Learn from Early Literacy Instruction in China	Fu, DL; Zhou, XD	[Fu, Danling] Univ Florida, Gainesville, FL 32611 USA; [Zhou, Xiaodi] Univ Texas Rio Grande Valley, Edinburg, TX USA	State University System of Florida; University of Florida; University of Texas System; University of Texas Rio Grande Valley
168864	WOS:000952869200003	2023	The effects of a gamified online course on pre-service teachers' confidence, intention, and motivation in integrating technology into teaching	Wu, ML; Zhou, YC; Li, L	[Wu, Min Lun; Zhou, Yuchun] Ohio Univ, Athens, OH 45701 USA; [Li, Lan] Bowling Green State Univ, Bowling Green, OH USA	University System of Ohio; Ohio University; University System of Ohio; Bowling Green State University
170882	WOS:000942290800018	2023	Computer Simulation and Animation (CSA) for Learning Particle Dynamics: Force and Acceleration in Curvilinear Motion	Fang, N; Guo, YQ	[Fang, Ning; Guo, Yongqing] Utah State Univ, Coll Engn, Dept Engn Educ, 4160 Old Main Hill, Logan, UT 84322 USA	Utah System of Higher Education; Utah State University
171549	WOS:000900010300001	2023	A Chinese EFL student's strategies in graduation thesis writing: An Activity Theory perspective	Ren, BB; Zhu, W	[Ren, Beibei; Zhu, Wei] Univ S Florida, 4202 E Fowler Ave, Tampa, FL 33620 USA; [Ren, Beibei] Univ S Florida, Coll Arts & Sci, Dept World Languages, 4202 E Fowler Ave, Tampa, FL 33620 USA	State University System of Florida; University of South Florida; State University System of Florida; University of South Florida
171574	WOS:001082509400001	2023	Understanding college students' achievement goals toward using open educational resources from the perspective of expectancy-value theory	Tang, HT; Yang, Y; Bao, Y	[Tang, Hengtao] Univ South Carolina, Dept Leadership Learning Design & Inquiry, Columbia, SC 29208 USA; [Yang, Yan] Univ West Georgia, Dept Educ Technol & Fdn, Carrollton, GA USA; [Bao, Yu] James Madison Univ, Dept Grad Psychol, Harrisonburg, VA USA	University of South Carolina System; University of South Carolina Columbia; University System of Georgia; University of West Georgia; James Madison University
171621	WOS:001090860900001	2023	Beyond reading together: Facilitating knowledge construction through participation roles and social annotation in college classrooms	Zhu, XR; Shui, H; Chen, BD	[Zhu, Xinran; Chen, Bodong] Univ Penn, Grad Sch Educ, Philadelphia, PA 19104 USA; [Shui, Hong] Univ Minnesota, Coll Educ & Human Dev, Minneapolis, MN USA	University of Pennsylvania; University of Minnesota System; University of Minnesota Twin Cities
171653	WOS:000754964000001	2023	College students' influenza vaccination adoption: Self-reported barriers and facilitators	Su, ZH; Chen, YT	[Su, Zhaohui] East Cent Univ, Coll Liberal Arts & Social Sci, 1100E 14th St, Ada, OK 74820 USA; [Chen, Yen Tzu] Univ Texas Austin, Coll Educ, Dept Kinesiol & Hlth Educ, Austin, TX 78712 USA; [Su, Zhaohui] UT Hlth San Antonio, Mays Canc Ctr, Sch Nursing, Ctr Smart & Connected Hlth Technol, San Antonio, TX 78229 USA; [Chen, Yen Tzu] Univ Michigan, Dept Phys Med & Rehabil, Ann Arbor, MI 48109 USA	East Central University; University of Texas System; University of Texas Austin; University of Texas System; University of Texas Health Science Center at San Antonio; University of Michigan System; University of Michigan
171968	WOS:000652398700001	2023	The heterogeneous and transfer effects of a texting-based intervention on enhancing university English learners' vocabulary knowledge	Li, J; Ji, LY; Deng, QZ	[Li, Jia] Univ Ontario Inst Technol, Fac Educ, Oshawa, ON, Canada; [Ji, Linying] Penn State Univ, Coll Hlth & Human Dev, University Pk, PA 16802 USA; [Deng, Qizhen] Boise State Univ, Dept Literacy Language & Culture, Boise, ID 83725 USA	Ontario Tech University; Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Penn State Behrend; Pennsylvania State University - University Park; Boise State University
172029	WOS:000781064600001	2023	Mediating effect of resilience in the relationship between loneliness and life satisfaction during COVID-19: A cross-country study of Thai and Chinese college students	Tu, CC; Yang, D; Pan, L; Dai, X	[Tu, Chia-Ching; Yang, Dong; Dai, Xiao] Krirk Univ, Int Coll, Bangkok, Thailand; [Pan, Lei] Kasetsart Univ, Fac Humanities, Bangkok, Thailand	Krirk University; Kasetsart University
172062	WOS:000724782900001	2023	Foreign-Born Student Affairs Professionals' Impacts and Experiences: The Missing Piece of Internationalization	Miao, SF; Yang, HS	[Miao, Sanfeng] Michigan State Univ, PhD Student Higher Adult & Lifelong Educ Program, 161 Rampart Way,301, E Lansing, MI 48823 USA; [Yang, Haishan (Sam)] Univ Vermont, Off Residential Life, Div Student Affairs, Burlington, VT USA	Michigan State University; University of Vermont
172315	WOS:000905666800001	2023	Improving K-12 teachers' conceptual competencies in consuming empirical research	Cai, QV; Hong, HL	[Cai, Qijie Vicky] Towson Univ, Educ Technol & Literacy, Towson, MD USA; [Hong, Huili] Vanderbilt Univ, Peabody Coll Educ, Nashville, TN USA; [Cai, Qijie Vicky] Towson Univ, Hawkins Hall,Room 203, Towson, MD 21252 USA	University System of Maryland; Towson University; Vanderbilt University; Vanderbilt University Peabody College; University System of Maryland; Towson University
173232	WOS:000643785500001	2023	Student loans, mental health, and substance use: A gender comparison among US young adults	Qian, Y; Fan, W	[Qian, Yue] Univ British Columbia, Dept Sociol, 6303 NW Marine Dr, Vancouver, BC V6T 1Z1, Canada; [Fan, Wen] Boston Coll, Dept Sociol, Boston, MA USA	University of British Columbia; Boston College
174150	WOS:000977763600001	2023	Investigating the Design of an Asynchronous Online Discussion (AOD) in Distance Education: A Cooperative Learning Perspective	Yang, TX; Niu, ZJ	[Yang, Tianxiao] Texas Tech Univ, Coll Educ, Lubbock, TX 79409 USA; [Niu, Zhijuan] Syracuse Univ, Sch Educ, Syracuse, NY 13210 USA	Texas Tech University System; Texas Tech University; Syracuse University
174684	WOS:001177634800001	2023	Pre-service teachers' perceptions of collaborative learning at university: A repeated cross-sectional study	Long, SD; Long, FC	[Long, Siobhan Dowling; Long, Fiachra] Univ Coll Cork, Sch Educ, Cork, Ireland	University College Cork
176538	WOS:001173458000001	2024	Investigating the relationship between math literacy and linguistic synchrony in online mathematical discussions through large-scale data analytics	Song, Y; Xing, WL; Li, CL; Tian, XY; Ma, YB	[Song, Yukyeong; Xing, Wanli] Univ Florida, Coll Educ, Sch Teaching & Learning, Gainesville, FL 32611 USA; [Li, Chenglu] Univ Utah, Coll Educ, Educ Psychol, Salt Lake City, UT USA; [Tian, Xiaoyi] Univ Florida, Dept Comp & Informat Sci & Engn, Gainesville, FL 32611 USA; [Ma, Yingbo] Univ Florida, Coll Med, Gainesville, FL 32611 USA	State University System of Florida; University of Florida; Utah System of Higher Education; University of Utah; State University System of Florida; University of Florida; State University System of Florida; University of Florida
