Article_ID	WOS_ID	Year	Title	Authors	Total_Authors
44826	WOS:000317369900023	2013	Visual design guidelines for improving learning from dynamic and interactive digital text	Jin, SH	1
44833	WOS:000212976200001	2013	A critical account of employability construction through the eyes of Chinese postgraduate students in the UK	Li, Z	1
45142	WOS:000209245800003	2013	Native and non-native students' interaction with a text-based prompt	Wu, RJR	1
45242	WOS:000315683100009	2013	ASEM - the modern Silk Road: travelling ideas for education reforms and partnerships between Asia and Europe	Dang, QA	1
45287	WOS:000318282900005	2013	Career Outcomes of STEM and Non-STEM College Graduates: Persistence in Majored-Field and Influential Factors in Career Choices	Xu, YJ	1
45307	WOS:000315683100006	2013	Confucian states and learning life: making scholar-officials and social learning a political contestation	Han, S	1
45325	WOS:000319681800002	2013	The Influence of Dual Enrollment on Academic Performance and College Readiness: Differences by Socioeconomic Status	An, BP	1
45326	WOS:000325602100006	2013	Informal learning on YouTube: exploring digital literacy in independent online learning	Tan, E	1
45426	WOS:000328538300014	2013	Power Distance in Online Learning: Experience of Chinese Learners in US Higher Education	Zhang, Y	1
45631	WOS:000325800300006	2013	International Doctoral Science and Engineering Students: Impact on Cohorts' Career Prospects	Su, XH	1
45658	WOS:000323290500003	2013	Modeling Entrance into STEM Fields of Study Among Students Beginning at Community Colleges and Four-Year Institutions	Wang, XL	1
45729	WOS:000313896800028	2013	A Systematic Understanding of Successful Web Searches in Information-based Tasks	Zhou, MM	1
46008	WOS:000315622700005	2013	The Development of Chinese Fluency During Study Abroad in China	Du, H	1
46119	WOS:000214011200007	2013	The disjuncture of learning and recognition: credential assessment from the standpoint of Chinese immigrant engineers in Canada	Shan, HX	1
46189	WOS:000219533300002	2013	Applying the Toulmin Model in Teaching L2 Argumentative Writing	Qin, JJ	1
46264	WOS:000327167200004	2013	Codeswitching and Participant Orientations in a Chinese as a Foreign Language Classroom	Cheng, TP	1
46522	WOS:000420783000002	2013	Gender balance in early childhood education: Reasons for the lack of male involvement, encouraging men into early childhood teaching, and the impact on children, families, colleagues and the early childhood sector	Yang, JE	1
46669	WOS:000312447200001	2013	University student's goal profiles and metacomprehension accuracy	Zhou, MM	1
46752	WOS:000330470000003	2013	Korean American College Students' Language Practices and Identity Positioning: Not Korean, but Not American	Kang, HS	1
46812	WOS:000218928800005	2013	Game Coaching System Design and Development: A Retrospective Case Study of FPS Trainer	Tan, WH	1
47310	WOS:000409965400003	2013	Comparing the Effectiveness of Classroom and Online Learning: Teaching Research Methods	Ni, AY	1
47423	WOS:000315550600009	2013	A case study of using a social annotation tool to support collaboratively learning	Gao, F	1
47546	WOS:000433410200006	2013	Study Abroad as Self-Development: An Analysis of International Students' Experience in China and France	Bian, C	1
47646	WOS:000327837300002	2013	Gender and ethnic differences in precollege mathematics coursework related to science, technology, engineering, and mathematics (STEM) pathways	You, S	1
47681	WOS:000214444400008	2013	Just like my nanny: troubling teacher's social identities in the classroom	Tan, E	1
47786	WOS:000438695000002	2013	Integrating Technology-Enhanced Student Self-Regulated Tasks into University Chinese Language Course	An, IS	1
48130	WOS:000433389900005	2013	Institutionalization of Higher Vocational Education in China: A Neoinstitutionalist Perspective	Xiong, J	1
48158	WOS:000317370100010	2013	Intergenerational transmission of educational attainment: The role of household assets	Huang, J	1
48322	WOS:000317056900004	2013	The Impact of Dual Enrollment on College Degree Attainment: Do Low-SES Students Benefit?	An, BP	1
48342	WOS:000324457800013	2013	Meritocracy and the Gaokao: a survey study of higher education selection and socio-economic participation in East China	Liu, Y	1
48512	WOS:000217242700006	2013	Self-regulated learning of pre-university students in mathematics classrooms	Tang, EL	1
48592	WOS:000214440600002	2013	Science education in a secular age	Long, DE	1
48594	WOS:000452790000006	2013	Learning for Transformation in a Changing Landscape	Sun, Q	1
48741	WOS:000433410400005	2013	On Developing Chinese Didactics: A Perspective from the German Didaktik Tradition	Deng, ZY	1
48892	WOS:000323194500005	2013	Commenting on Western Open Courses by Chinese Learners	Xia, JF	1
48957	WOS:000439959900005	2013	Home Literacy Environment and English Language Learners' Literacy Development: What Can We Learn from the Literature?	Shi, ZH	1
49178	WOS:000315211700024	2013	What do the numbers say? The influence of motivation and peer feedback on students' behaviour in online discussions	Xie, K	1
49225	WOS:000327466000009	2013	International experience and graduate employability: Perceptions of Chinese international students in the UK	Huang, R	1
49229	WOS:000327464800005	2013	I would love to work in tourism, but ... : Exploring the outcomes of an ethnic tourism education initiative	Wu, MY	1
49326	WOS:000210937200006	2013	Do Nonverbal Emotional Cues Matter? Effects of Video Casting in Synchronous Virtual Classrooms	Han, H	1
49461	WOS:000414842400003	2013	Constructive Learning and the Design of a Tourism Postgraduate Research Methods Module	Yan, HL	1
49467	WOS:000326014500006	2013	SEDA's legacy beyond the UK shores: a Singaporean perspective	Tan, OS	1
49555	WOS:000316346200004	2013	Graduate employability: a conceptual framework for understanding employers' perceptions	Cai, YZ	1
49575	WOS:000438698900002	2013	Web 2.0 for Language Learning: Benefits and Challenges for Educators	Luo, T	1
49693	WOS:000212733900001	2013	Information and Communication Technology in Education: Getting Chinese Connected for Learning	Li, XB	1
49865	WOS:000212734300002	2013	Distance Education in China: Connecting Millions for Knowledge	Li, XB	1
49905	WOS:000316346200005	2013	University of Nottingham Ningbo China and Xi'an Jiaotong-Liverpool University: globalization of higher education in China	Feng, Y	1
50281	WOS:000422267000010	2014	The Research for Current Status of the Entrepreneurship Education's Implementation in Japanese Higher Education	Liao, LH	1
50944	WOS:000213738800004	2014	Getting to know you: The development of intercultural competence as an essential element in learning Mandarin	Jin, TH	1
51297	WOS:000332156300001	2014	Seeking missing pieces in science concept assessments: Reevaluating the Brief Electricity and Magnetism Assessment through Rasch analysis	Ding, L	1
51493	WOS:000340468300003	2014	Executive Compensation in Public Higher Education: Does Performance Matter?	Cheng, SM	1
51777	WOS:000347640500006	2014	Difficult Concepts in Engineering Dynamics: Students' Perceptions and Educational Implications	Fang, N	1
52290	WOS:000337898200006	2014	Moving Racial Discussion Forward: A Counterstory of Racialized Dynamics Between an Asian-Woman Faculty and White Preservice Teachers in Traditional Rural America	Han, KT	1
52399	WOS:000331957200006	2014	LONG LIVE TRADITIONAL TEXTBOOK PROBLEMS!?-CONSTRAINTS ON FACULTY USE OF RESEARCH-BASED PROBLEMS IN INTRODUCTORY COURSES	Ding, L	1
52544	WOS:000335814000002	2014	The Relationships between Student Engagement and the Academic Achievement of First-Year University Students in Cambodia	Heng, K	1
52560	WOS:000415400400002	2014	Cultivating Reflective Practitioners in Technology Preparation: Constructing TPACK through Reflection	Lu, LY	1
52608	WOS:000439580700008	2014	LEARNING STYLES AND SATISFACTION IN DISTANCE EDUCATION	Wu, DC	1
52711	WOS:000336951700018	2014	Attitudes toward Video-Assisted Debriefing after simulation in undergraduate nursing students: An application of Q methodology	Ha, EH	1
52901	WOS:000334282900008	2014	The use of general and specialized corpora as reference sources for academic English writing: A case study	Chang, JY	1
53033	WOS:000342880100013	2014	Unpacking and repacking the factors affecting students' perceptions of the use of classroom communication systems (CCS) technology	Han, JH	1
53168	WOS:000217245100007	2014	Reading Strategies and Reading Comprehension Retention with and without a Pop-up Dictionary by Beginning Learners of Chinese	Wang, J	1
53249	WOS:000213323800004	2014	The role of empathic concern, internalized moral principle, and anticipated guilt in college students' intentions to send or read text messages while driving	Wang, X	1
53412	WOS:000447335100002	2014	Preparing for Asia in the new age of globalisation: University language centres in face of changes in higher education	Zhang, GX	1
53472	WOS:000435172800004	2014	The effects of faculty behaviors on the academic achievement of first-year Cambodian urban university students	Heng, K	1
53648	WOS:000435325800007	2014	Toward Deepening Cultural and Language Understanding: The Design and Practice of a Hybrid Business Chinese Course	Wang, HD	1
53657	WOS:000446769200002	2014	Policy Change and Private Higher Education Development: a case study	Zhao, XT	1
54018	WOS:000214965900003	2014	Science ideals and science careers in a university biology department	Long, DE	1
54060	WOS:000447335100008	2014	A needs analysis for Chinese language teaching at a university in the United States	Huang, C	1
54104	WOS:000336421600016	2014	From Coinage Metal to Luminescent Nanodots: The Impact of Size on Silver's Optical Properties	Yu, JH	1
54135	WOS:000341249900003	2014	Verification of causal influences of reasoning skills and epistemology on physics conceptual learning	Ding, L	1
54188	WOS:000343223800007	2014	The politics of naming: critiquing learner-centred and teacher as facilitator in English language and humanities classrooms	Ha, PL	1
54231	WOS:000331356300008	2014	Balancing knowing and not-knowing: an exploration of doctoral candidates' performance of researcher selves in the dissertation defence	Chen, SH	1
54390	WOS:000433411800004	2014	Privilege, Prejudice, Predicament: PRC Scholars in Singapore-An Overview	Yang, PD	1
54627	WOS:000350429500015	2014	An Analysis of ODL Student Perception and Adoption Behavior using the Technology Acceptance Model	Teng, KE	1
54824	WOS:000344249600013	2014	Challenges for higher education and research: a perspective from Japan	Huang, FT	1
55006	WOS:000343835000003	2014	Motivations and Decision-Making Processes of Mainland Chinese Students for Undertaking Master's Programs Abroad	Wu, Q	1
55152	WOS:000210962600009	2014	Enriching a collaborative teacher inquiry discourse: exploring teachers' experiences of a theory-framed discourse in a Singapore case of lesson study	Tan, YSM	1
55295	WOS:000210811000004	2014	Does Missing Classes Decelerate Student Exam Performance Progress? Empirical Evidence and Policy Implications	Lin, TC	1
55449	WOS:000212748300005	2014	Successful Internet Entrepreneurs Don't Have To Be College Dropouts: A Model for Nurturing College Students to Become Successful Internet Entrepreneurs	Zhang, S	1
55510	WOS:000340984300006	2014	The poverty trap of education: Education-poverty connections in Western China	Zhang, HF	1
55583	WOS:000433411800005	2014	Enhancing Overseas Chinese Graduate Employability: The Case of Chinese Graduates with Finnish Academic Qualifications	Cai, YZ	1
55921	WOS:000342303000008	2014	Realigning capital portfolios: international students' educational experiences in higher education	Lin, IJH	1
55978	WOS:000211034000007	2014	Searching for evidence of curricular effect on the teaching and learning of mathematics: some insights from the LieCal project	Cai, JF	1
56025	WOS:000210182600006	2014	Service-learning research: Definitional challenges and complexities	Chong, CS	1
56545	WOS:000332197500008	2014	Teaching nontraditional adult students: adult learning theories in practice	Chen, JC	1
56623	WOS:000212814600004	2014	TRANSLATED, IT IS: ... - AN ETHICS OF TRANSREADING	Zhang, H	1
56660	WOS:000343903700006	2014	Building student trust in online learning environments	Wang, YD	1
56731	WOS:000348086500008	2014	The impact of Korea's National Scholarship program on college students' academic achievement	Yi, P	1
56753	WOS:000330976800012	2014	A Meta-analysis Method to Advance Design of Technology-Based Learning Tool: Combining Qualitative and Quantitative Research to Understand Learning in Relation to Different Technology Features	Zhang, L	1
56853	WOS:000211986900004	2014	Quality as transformation: educational metamorphosis	Cheng, M	1
56947	WOS:000212335200005	2014	ADVANCE TO AND PERSISTENCE IN GRADUATE SCHOOL: IDENTIFYING THE INFLUENTIAL FACTORS AND MAJOR-BASED DIFFERENCES	Xu, YHJD	1
57000	WOS:000216244200002	2014	Vietnamese higher education in the context of globalization: Qualitative or quantitative targets?	Le, H	1
57008	WOS:000328659300005	2014	A researcher-facilitator's reflection: Implementing a Singapore case of learning study	Tan, YSM	1
57188	WOS:000217441700006	2014	Plagiarism in Their Own Words: What Chinese and American Students Say about Academic Dishonesty	Cong, Z	1
57444	WOS:000340070900007	2014	A New Vision for Public Art and Functional Landscape Design	Song, YIK	1
57465	WOS:000210716500004	2014	Formational Turning Points in the Transition to College: Understanding How Communication Events Shape First-Generation Students' Pedagogical and Interpersonal Relationships With Their College Teachers	Wang, TR	1
57642	WOS:000216265200009	2014	Critical assessment of video production in teacher education: Can video production foster community-engaged scholarship?	Yang, KH	1
57676	WOS:000342223900003	2014	Persistence Motivations of Chinese Doctoral Students in Science, Technology, Engineering, and Math	Zhou, J	1
57677	WOS:000214981700022	2014	Teaching ICT to Pre-Service Teachers: Experiences and Reflections	Zhang, ZC	1
57877	WOS:000332093500013	2014	L2 Self of Beginning-Level Heritage and Nonheritage Postsecondary Learners of Chinese	Xie, Y	1
57952	WOS:000342405900006	2014	Investigating MOOCs Through Blog Mining	Chen, Y	1
58010	WOS:000344136000012	2014	Estimating the relationship between calculated financial need and actual aid received using quarter of birth instruments	Shao, L	1
58690	WOS:000211530300005	2014	The impact of major-job mismatch on college graduates' early career earnings: evidence from China	Zhu, R	1
58792	WOS:000213289700012	2014	A Pascal-like triangle from finding power sums	Chen, ZB	1
58861	WOS:000358578300005	2015	Penetration Testing Curriculum Development in Practice	Li, CC	1
59280	WOS:000357391700006	2015	Campus sustainability initiatives and performance: do they correlate?	Lang, T	1
59373	WOS:000372452000002	2015	Self-regulation with rules Lessons learned from a new quality assurance process for Ontario	Lang, DW	1
59963	WOS:000432270300002	2015	Innovating teacher education in a complex era	Tan, OS	1
59985	WOS:000359944300004	2015	Constructing internationalisation in flagship universities from the policy-maker's perspective	Gao, Y	1
60094	WOS:000357665400005	2015	Building the world-class research universities: a case study of China	Huang, FT	1
60380	WOS:000349317300017	2015	Examining the Socialisation of New Teachers Through the Lenses of Positioning Theory and Micropolitical Theory	Tan, JPI	1
60704	WOS:000359918900005	2015	The Internationalization of Japan's Academy Across Research and Non-Research Universities	Huang, FT	1
61013	WOS:000379421500006	2015	TECHNOLOGY-MEDIATED L2 LITERACY PRACTICES AND IDENTITY DEVELOPMENT	Wang, M	1
61189	WOS:000351487500009	2015	Incorporating Students' Self-Designed, Research-Based Analytical Chemistry Projects into the Instrumentation Curriculum	Gao, RM	1
61494	WOS:000363057700008	2015	Re-examining the Chinese learner: a case study of mainland Chinese students' learning experiences at British Universities	Wu, Q	1
61679	WOS:000214971000004	2015	An emotional journey of identity change and transformation The impact of study-abroad experience on the lives and careers of Chinese students and returnees	Gu, Q	1
61730	WOS:000358994600005	2015	Examining the Effect of Academic Procrastination on Achievement Using LMS Data in e-Learning	You, JW	1
61732	WOS:000347606300008	2015	Learning variables, in-class laptop multitasking and academic performance: A path analysis	Zhang, WY	1
62116	WOS:000436693900002	2015	From affirmative action hiring to the globalisation of legal academia	Lai, A	1
62417	WOS:000346619400004	2015	The Role of Academic Motivation and Engagement on the Relationship Between Dual Enrollment and Academic Performance	An, BP	1
62456	WOS:000211769800006	2015	The development and administration of collaborative social work programs: challenges and opportunities	Wang, D	1
62750	WOS:000355615500005	2015	Understanding the relationships between interest in online math games and academic performance	Zhang, M	1
63322	WOS:000356987800005	2015	The use of dialogic strategy clusters for vocabulary learning by Chinese students in the UK	Wang, KH	1
63581	WOS:000356191600001	2015	Focusing on Women in STEM: A Longitudinal Examination of Gender-Based Earning Gap of College Graduates	Xu, YH	1
63701	WOS:000379601400005	2015	WOMEN, GENDER, AND IMMIGRANT STUDIES IN CANADIAN ADULT EDUCATION: AN ETHNOGRAPHIC CONTENT ANALYSIS	Shan, HX	1
63911	WOS:000355710000003	2015	Attitudes toward clinical practice in undergraduate nursing students: A Q methodology study	Ha, EH	1
63959	WOS:000365355100004	2015	USING FACEBOOK TO PROMOTE KOREAN EFL LEARNERS' INTERCULTURAL COMPETENCE	Jin, S	1
64313	WOS:000217456800003	2015	Developing Chinese Complimenting in a Study Abroad Program	Jin, L	1
64328	WOS:000212381500005	2015	3D Food Printing: A Taste of the Future	Lin, C	1
64377	WOS:000362541800005	2015	Purpose as a moral virtue for flourishing	Han, H	1
64423	WOS:000351473700009	2015	Integrating Sustainability into the Introduction of Environmental Engineering	Lu, MM	1
64493	WOS:000363475900002	2015	Instructional guidance in microblogging-supported learning: insights from a multiple case study	Luo, T	1
64977	WOS:000349470300001	2015	Organisational culture and technology-enhanced innovation in higher education	Zhu, C	1
65024	WOS:000351066200002	2015	Knowledge construction in online learning communities: a case study of a doctoral course	Lai, KW	1
65116	WOS:000355796400010	2015	Identity and cross-border student mobility: The mainland China-Hong Kong experience	Xu, CL	1
65559	WOS:000387674300005	2015	Foreign Language Learning Strategies in the Context of STEM Education	Han, T	1
65602	WOS:000444140300004	2015	Returning to Learning: Conversations with Nontraditional Students	Chen, MB	1
65653	WOS:000373938000014	2015	Defining 'meaningfulness': Enabling preschoolers to get the most out of parental involvement	Zhang, QL	1
65711	WOS:000361129300002	2015	International Students in China: Cross-Cultural Interaction, Integration, and Identity Construction	Li, XM	1
65756	WOS:000422326400044	2015	An investigation into participation in classroom dialogue in mainland China	Song, Y	1
65810	WOS:000352783300005	2015	Toward a Set of Internationally Applicable Indicators for Measuring University Internationalization Performance	Gao, Y	1
65987	WOS:000356817000008	2015	American College Students Studying Abroad in China: Language, Identity, and Self-Presentation	Du, H	1
66103	WOS:000438708800002	2015	Engagement and Teamwork in Chinese as a Foreign Language and Culture Curriculum Development for Teacher Education	Wang, TT	1
66109	WOS:000438430900004	2015	Using login data to monitor student involvement in a business simulation game	Zhang, MJJ	1
66223	WOS:000395272200009	2015	From Distraction to Contribution: A Preliminary Study on How Peers Outside the Group Can Contribute to Students' Learning	Chen, V	1
66236	WOS:000360479500006	2015	Pathway to a Baccalaureate in STEM Fields: Are Community Colleges a Viable Route and Does Early STEM Momentum Matter?	Wang, XL	1
66621	WOS:000409852600010	2015	Reverse Transfer: Experiences of International Chinese Students in Intensive English Programs	Zhang, Y	1
66712	WOS:000444141700005	2015	Challenges and Opportunities for International Students in Graduate Education	Liang, XY	1
66750	WOS:000353604900001	2015	Qualitative Analysis of the Barriers College Students With Disabilities Experience in Higher Education	Hong, BSS	1
66756	WOS:000368002200001	2015	Connecting Theory, Research, and Practice in the Psychology of Creativity: An Introduction to a Special Issue	Tan, AG	1
66787	WOS:000363818300012	2015	Geographical stratification and the role of the state in access to higher education in contemporary China	Liu, Y	1
66800	WOS:000349193200002	2015	What makes an online community of practice work? A situated study of Chinese student teachers' perceptions of online professional learning	Hou, H	1
66906	WOS:000409851700016	2015	Living the Wisconsin Idea: Synopsis and Reflections of Research on Two-Year Colleges at the Wisconsin Center for Education Research	Wang, XL	1
66953	WOS:000211533500005	2015	Effects of professorial tenure on undergraduate ratings of teaching performance	Cheng, DA	1
66962	WOS:000354291700002	2015	International students' motivation to pursue and complete a Ph.D. in the US	Zhou, J	1
67100	WOS:000351487500007	2015	Promoting Chemistry Learning through Undergraduate Work Experience in the Chemistry Lab: A Practical Approach	Yu, HB	1
67591	WOS:000212754600002	2015	Chinese Open Universities: Opportunities and Challenges	Li, XB	1
67809	WOS:000364272800007	2015	Finding Los Cientificos Within: Latino Male Science Identity Development in the First College Semester	Lu, C	1
67853	WOS:000356433500007	2015	Common Language Effect Size for Multiple Treatment Comparisons	Liu, XS	1
67906	WOS:000349883600034	2015	Mnemonics for the Aldohexoses That Aid in Learning Structures, Names, and Interconversion of Fischer Projection Formulas and Pyranose Chair Forms	Zheng, SP	1
67981	WOS:000412856900008	2016	Educational Expectations and Progress of Community College Students: Does Socialization Matter?	Wang, XL	1
68104	WOS:000442751500009	2016	Developing preservice elementary teachers' specialized content knowledge: the case of associative property	Ding, MX	1
68958	WOS:000386610500005	2016	Motivation of teachers in higher education	Rao, MB	1
69402	WOS:000382559000004	2016	The role of demographic factors of international students on teaching preferences An empirical research from the United States	Rao, P	1
69505	WOS:000379146700007	2016	Boundary-work in science education: a case study of GM food	Lin, YL	1
69703	WOS:000373152900006	2016	Enhancing knowledge sharing and research collaboration among academics: the role of knowledge management	Tan, CNL	1
69710	WOS:000389336500008	2016	Are we on the same page? Examining the good citizen in the curriculums of citizenship education in Hong Kong	Min, MN	1
69769	WOS:000409392100004	2016	The Use of Academic Portfolio in the Learning and Assessment of Physics Students from a Singapore Private College	Ling, MK	1
69993	WOS:000386116000006	2016	Contextualizing Generic Pedagogical Knowledge through Tension-focused Reflection: A Self-study	Chen, Z	1
70033	WOS:000383750900002	2016	Factors impacting students' online learning experience in a learner-centred course	Wu, Y	1
70309	WOS:000382753800003	2016	Undocumented intelligence: laying low by achieving high - an illegal alien's' co-option of school and citizenship	Chang, A	1
70312	WOS:000390731000011	2016	Let Students Derive, by Themselves, Two-Dimensional Atomic and Molecular Quantum Chemistry from Scratch	Ge, YB	1
70745	WOS:000379551100014	2016	Does Morphology Play an Important Role in L2 Chinese Vocabulary Acquisition?	Zhang, HM	1
70778	WOS:000409233700004	2016	An Overlooked Population in Community College: International Students' (In) Validation Experiences With Academic Advising	Zhang, Y	1
70792	WOS:000449714100002	2016	A Retrospective Examination of Two Professional Society-Sponsored Fellowships for Predoctoral Microbiology Students	Chang, AL	1
70879	WOS:000392907900006	2016	Teaching Close Reading with Complex Texts across Content Areas	Fang, ZH	1
70897	WOS:000368835200003	2016	Re-thinking aliteracy: when undergraduates surrender their reading choices	Chong, SL	1
71190	WOS:000383048700001	2016	Mutuality in Cambodian international university partnerships: looking beyond the global discourse	Leng, P	1
71305	WOS:000387227700009	2016	Early language input and later reading development in Chinese as heritage language (CHL) learners	Zhang, H	1
71476	WOS:000390994000002	2016	What's missing in most of our early childhood degrees? Focusing more deeply on relationships and learning with infants, toddlers, and their families	Chu, M	1
71634	WOS:000384863200008	2016	Multi-dimensional alignment between online instruction and course technology: A learner-centered perspective	Sun, J	1
71946	WOS:000377616600007	2016	Rethinking ESL Service Courses for International Graduate Students	Min, YK	1
72024	WOS:000386771500001	2016	Aspirations and Application for Graduate Education: Gender Differences in Low-Participation STEM Disciplines	Xu, YJ	1
72149	WOS:000377460600005	2016	Textual appropriation in two discipline-specific undergraduate writings	Shi, L	1
72452	WOS:000367117000005	2016	Undergraduate nursing students' subjective attitudes to curriculum for Simulation-based objective structured clinical examination	Ha, EH	1
72884	WOS:000374606000003	2016	Identifying significant indicators using LMS data to predict course achievement in online learning	You, JW	1
73790	WOS:000381529200003	2016	The relationship among college students' psychological capital, learning empowerment, and engagement	You, JW	1
74026	WOS:000386811500003	2016	The emotional geographies of language teaching	Liu, YC	1
74136	WOS:000437565200005	2016	Resources through which Chinese students learn about Western society and culture	Yan, LDH	1
74222	WOS:000515669600008	2016	Strategies to promote Chinese international students' school performance: resolving the challenges in American higher education	Liu, DF	1
74344	WOS:000374781200002	2016	Multiracial matters - disrupting and reinforcing the racial rubric in educational discourse	Chang, A	1
74585	WOS:000444180800005	2016	Applying the Polysynchronous Learning to Foster the Student-centered Learning in the Higher Education Context: A Blended Course Design	Fan, O	1
74791	WOS:000405900000006	2016	Developing Skills and Disposition for Lifelong Learning: Acculturative Issues Supervising International Doctoral Students in New Zealand Universities	Li, MS	1
74823	WOS:000382371200003	2016	Linking adverbials in first-year Korean university EFL learners' writing: a corpus-informed analysis	Ha, MJ	1
75017	WOS:000413263200002	2016	L2 Languaging in a Massively Multiplayer Online Game: An Exploration of Learner Variations	Zhao, JJ	1
75135	WOS:000385802700001	2016	Context-model-based instruction in teaching EFL writing: A narrative inquiry	Lin, Z	1
75312	WOS:000405591800002	2016	Incentive Funding Meets Incentive-Based Budgeting: Can They Coexist?	Lang, DW	1
75498	WOS:000412481500004	2016	Asian Americans in American History: An AsianCrit Perspective on Asian American Inclusion in State US History Curriculum Standards	An, S	1
75592	WOS:000379530100002	2016	Course-Taking Patterns of Community College Students Beginning in STEM: Using Data Mining Techniques to Reveal Viable STEM Transfer Pathways	Wang, XL	1
75654	WOS:000390731000026	2016	Exploring Technology-Enhanced Learning Using Google Glass To Offer Students a Unique Instructor's Point of View Live Laboratory Demonstration	Man, FF	1
75732	WOS:000371911900004	2016	What factors influence the direction of global brain circulation: the case of Chinese Canada Research Chairholders	Zha, Q	1
75753	WOS:000413362300005	2016	A Brief Introduction to Q Methodology	Yang, Y	1
75879	WOS:000364334700008	2016	Alternatives to Multilevel Modeling for the Analysis of Clustered Data	Huang, FL	1
76033	WOS:000390922400004	2016	Five Case Studies of Governance in Tertiary Education	Lang, DW	1
76184	WOS:000369499500005	2016	Enabling microblogging-based peer feedback in face-to-face classrooms	Luo, T	1
76272	WOS:000387969800003	2016	A new model of foreign media sense-making	Yang, LH	1
76313	WOS:000405899000010	2016	International Students in Transition: Voices of Chinese Doctoral Students in a U.S. Research University	Zhang, Y	1
76324	WOS:000371917700009	2016	A mechanism for gratitude development in a child	Li, S	1
76462	WOS:000394369200006	2016	Report on the Japan Association of Self-Access Learning (JASAL) 2016 Annual Conference	Lin, MP	1
76657	WOS:000374552200010	2016	Discovering the unequal interest in popular online educational games and its implications: A case study	Zhang, ML	1
76737	WOS:000385405400001	2016	Fokker-Planck equation with linear and time dependent load forces	Fa, KS	1
76747	WOS:000392820300003	2016	Assistance or Obstacle? The Impact of Different Levels of English Developmental Education on Underprepared Students in Community Colleges	Xu, D	1
76893	WOS:000405899000006	2016	Perceived Support as a Predictor of Acculturative Stress Among International Students in the United States	Bai, J	1
77038	WOS:000408526000002	2016	Examination of tourism undergraduates' industry commitment, in the context of China	Wang, SS	1
77062	WOS:000445834600002	2016	Improving Intercultural Competence in the Classroom: A Reflective Development Model	Feng, JB	1
77159	WOS:000391132600003	2016	The core curricula of information systems undergraduate programs: A survey of AACSB-accredited colleges in the United States	Yang, SC	1
77331	WOS:000443653000016	2016	Big Opportunities and Big Concerns of Big Data in Education	Wang, YY	1
78183	WOS:000442754500034	2017	Instructional strategies and course design for teaching statistics online: perspectives from online students	Yang, DZ	1
79691	WOS:000407348700008	2017	The impact of mass and universal higher education on curriculum and instruction: case studies of China and Japan	Huang, FT	1
81242	WOS:000395122000017	2017	Opening our eyes to a critical approach to medicine: The humanities in medical education	Liao, L	1
81370	WOS:000400882300005	2017	Using Visualization to Motivate Student Participation in Collaborative Online Learning Environments	Jin, SH	1
81382	WOS:000401637800005	2017	Preservice teachers' knowledge of interdisciplinary pedagogy: the case of elementary mathematics-science integrated lessons	An, SA	1
81436	WOS:000410772700008	2017	Sorry, but they don't want Chinese Americans to participate': a case study of tracking in an Ivy League Chinese language programme	Tian, Y	1
81677	WOS:000407905500006	2017	Spatial and literacy practices of Chinese international students across a bridge writing classroom and WeChat	Wang, XQ	1
81772	WOS:000423957600016	2017	Renovation of a mechanical engineering senior design class to an industry-tied and team-oriented course	Liu, YC	1
81847	WOS:000414479000003	2017	Women rising as half of the sky? An empirical study on women from the one-child generation and their higher education participation in contemporary China	Liu, Y	1
81889	WOS:000404550900005	2017	Lifelong education and lifelong learning with Chinese characteristics: a critical policy discourse analysis	Shan, HX	1
81891	WOS:000419230500006	2017	Providing graduated corrective feedback in an intelligent computer-assisted language learning environment	Ai, HY	1
82053	WOS:000401801900005	2017	University student satisfaction and perceived effectiveness of a blended learning course	Zhu, C	1
82061	WOS:000418288400023	2017	A Dui Hua Standpoint to Multilingual Educational Theorizing	Shen, HB	1
82437	WOS:000406561800004	2017	Regionalising higher education for repositioning Southeast Asia	Dang, QA	1
82452	WOS:000399913700001	2017	Aesthetic Inquiry into Chinese University Student Fatherly Life Lessons: Roots and their Implications for Educational Contexts	Liu, LB	1
82547	WOS:000395103400006	2017	An Australian study comparing the use of multiple-choice questionnaires with assignments as interim, summative law school assessment	Huang, V	1
82772	WOS:000412991100003	2017	Covet Thy Neighbor or Reverse Policy Diffusion? State Adoption of Performance Funding 2.0	Li, AY	1
82934	WOS:000387144400001	2017	Wave-like variables of a classical particle and their connections to quantum mechanics	Yang, C	1
83027	WOS:000418511500010	2017	Why do Chinese postgraduates struggle with critical thinking? Some clues from the higher education curriculum in China	Zhang, T	1
83730	WOS:000443351100002	2017	READING PRACTICES OF PRE-SERVICE TEACHERS IN THE UNITED STATES	Huang, SH	1
83844	WOS:000400263100008	2017	Constructivism and pedagogical reform in China: issues and challenges	Tan, C	1
83854	WOS:000401637800003	2017	Effects of using problem of the week in teaching on teacher learning and change in algebraic thinking and algebra	Wu, ZH	1
83984	WOS:000407857300001	2017	What works may hurt: Side effects in education	Zhao, Y	1
84033	WOS:000411707800005	2017	What motivates high-school students to pursue STEM careers? The influence of public attitudes towards science and technology in comparative perspective	Han, SW	1
84210	WOS:000407596000009	2017	Chinese student teachers' perspectives on becoming a teacher in the practicum: emotional and ethical dimensions of identity shaping	Zhu, G	1
84300	WOS:000402988500001	2017	Canadian offshore schools in China: a comparative policy analysis	Wang, F	1
